Unique_ID,First_Name,Last_Name,Age_at_First_Offense,Current_Age,Gender,Education_Level,Employment_Status,Marital_Status,Substance_Abuse_History,Mental_Health_Issues,Family_Criminal_History,Prior_Convictions,Type_of_Crimes_Committed,Length_of_Prison_Stay,In_Prison_Behavior,Discharge_Status,Neighborhood_Crime_Rates,Access_to_Support_Services,Social_Support,Recidivism_of_Peers,Number_of_Reoffenses,Socioeconomic_Status,Dependents,Gang_Affiliation,Committed_Juvenile_Crime,Address
750,Ojasvi,Panchal,22,36,Female,Primary,Self-Employed,Widowed,No,Yes,No,9,Fraud,6,Poor,Completed Sentence,7.47,No,Weak,Moderate,3,High,5,No,Yes,"98/30, Bhargava Chowk, Bhiwandi-811732"
751,Tejas,Borde,13,46,Other,Postgraduate,Self-Employed,Married,No,No,No,3,Assault,4,Good,Escaped,6.92,No,Weak,High,3,Middle,3,Yes,No,"37, Tripathi Zila, Alwar-756437"
752,Lavanya,Kakar,29,60,Other,Primary,Employed,Divorced,No,Yes,No,9,Assault,7,Average,Parole,9.09,No,Weak,Low,4,Low,4,No,No,"69, Kothari Zila, Kolhapur 740396"
753,Farhan,Mishra,19,52,Male,Secondary,Unemployed,Single,Yes,No,Yes,8,Drug Trafficking,2,Average,Parole,5.48,Yes,Weak,Low,5,Low,1,Yes,Yes,"15, Pathak Nagar, Chinsurah-037440"
754,Veda,Arora,13,51,Other,Postgraduate,Employed,Widowed,Yes,No,Yes,3,Theft,7,Poor,Escaped,1.53,Yes,Strong,Low,2,Low,3,Yes,No,"404, Loyal Ganj, Maheshtala-955999"
755,Balveer,Borde,27,55,Male,Graduate,Self-Employed,Divorced,No,Yes,Yes,6,Drug Trafficking,20,Poor,Completed Sentence,7.49,Yes,Strong,High,5,High,3,No,No,"417, Bali Chowk, Pudukkottai 593950"
756,Anika,Sankaran,29,48,Female,Postgraduate,Self-Employed,Widowed,Yes,No,Yes,10,Fraud,16,Good,Escaped,2.65,Yes,Strong,Low,0,High,4,Yes,No,"544, Prabhu Road, Noida-525573"
757,Fiyaz,Chaudhary,17,22,Male,Higher Secondary,Unemployed,Divorced,No,No,No,8,Drug Trafficking,8,Good,Escaped,3.93,Yes,Moderate,Moderate,1,Middle,1,No,Yes,"02/079, Ahluwalia Zila, Delhi-149511"
758,Chaitanya,Mukhopadhyay,20,55,Female,No Formal Education,Self-Employed,Married,No,Yes,Yes,6,Murder,14,Average,Escaped,9.93,Yes,Moderate,Low,2,Middle,2,Yes,No,"54, Din Street, Nagercoil-182372"
759,Vaishnavi,Sethi,12,41,Other,Graduate,Self-Employed,Widowed,Yes,Yes,No,0,Murder,5,Poor,Parole,5.81,Yes,Strong,High,2,Low,1,Yes,No,"H.No. 116, Sama, Jorhat-648975"
760,Anita,Baral,24,63,Female,Secondary,Self-Employed,Divorced,Yes,Yes,Yes,2,Fraud,17,Average,Escaped,9.2,Yes,Moderate,Moderate,1,High,1,Yes,Yes,"79/110, Saxena, Bettiah 034954"
761,Yagnesh,Mody,25,41,Female,Higher Secondary,Self-Employed,Single,No,No,Yes,5,Assault,14,Average,Parole,8.76,No,Moderate,High,3,Middle,1,Yes,Yes,"H.No. 12, Wable Circle, Chandigarh-865058"
762,Victor,Kapadia,10,37,Female,Secondary,Employed,Married,Yes,Yes,No,0,Fraud,16,Good,Completed Sentence,8.59,No,Weak,High,5,Middle,2,No,No,"35/350, Parmer Street, Tiruppur 421084"
763,Rushil,Khurana,11,35,Male,Postgraduate,Unemployed,Single,No,Yes,No,8,Fraud,18,Average,Completed Sentence,7.88,No,Moderate,Moderate,4,High,1,Yes,Yes,"855, Nadkarni Nagar, Amaravati-324031"
764,Kalpit,Lad,28,36,Female,Higher Secondary,Employed,Single,No,Yes,Yes,6,Assault,10,Average,Escaped,4.72,No,Weak,Low,0,Low,1,Yes,Yes,"07/99, Chakraborty Ganj, Ballia 495361"
765,Anusha,Golla,16,23,Other,Higher Secondary,Employed,Single,Yes,No,No,3,Assault,4,Average,Completed Sentence,2.16,Yes,Strong,Low,5,Low,2,No,No,"861, Sehgal Ganj, Danapur 093628"
766,Ridhi,Iyengar,22,59,Male,Postgraduate,Employed,Widowed,Yes,No,Yes,0,Theft,1,Average,Parole,6.0,No,Moderate,Low,3,Middle,4,Yes,Yes,"67, Amble Ganj, Surat 303360"
767,Utkarsh,Handa,19,20,Other,Primary,Self-Employed,Divorced,No,No,Yes,2,Drug Trafficking,6,Good,Escaped,3.07,No,Moderate,Moderate,4,High,1,No,Yes,"72/822, Goswami Chowk, Mahbubnagar 624812"
768,Dalbir,Ratta,26,35,Other,Primary,Unemployed,Single,Yes,Yes,No,6,Fraud,13,Good,Parole,2.58,No,Strong,Low,5,Middle,1,Yes,Yes,"H.No. 420, Joshi Path, Tadepalligudem 471456"
769,Nakul,More,14,30,Other,Primary,Unemployed,Widowed,No,No,No,2,Theft,14,Poor,Parole,7.33,No,Moderate,High,5,Low,4,No,No,"08/35, Singhal Zila, Sangli-Miraj & Kupwad-519082"
770,Jeremiah,Walia,22,44,Female,Graduate,Self-Employed,Single,Yes,Yes,Yes,3,Cybercrime,12,Good,Parole,2.17,Yes,Weak,Moderate,3,Middle,4,No,No,"62, Dalal Road, Rewa-774963"
771,Lohit,Setty,15,25,Male,Postgraduate,Self-Employed,Divorced,No,Yes,No,7,Murder,11,Average,Parole,1.06,Yes,Moderate,Moderate,5,Middle,3,No,Yes,"72, Chacko Ganj, Panchkula-805604"
772,Ethan,Acharya,25,33,Female,Secondary,Self-Employed,Married,No,Yes,Yes,5,Cybercrime,12,Average,Completed Sentence,1.62,No,Strong,Low,0,High,5,Yes,Yes,"211, Nayak Ganj, Karaikudi 544156"
773,Kiaan,Chaudry,14,33,Other,No Formal Education,Self-Employed,Divorced,Yes,Yes,No,8,Drug Trafficking,14,Poor,Parole,1.28,Yes,Weak,High,2,High,4,No,No,"H.No. 66, Raj Path, Salem 511617"
774,Triya,Dube,20,70,Female,No Formal Education,Unemployed,Widowed,Yes,No,No,2,Drug Trafficking,9,Poor,Escaped,3.64,Yes,Strong,High,2,Middle,4,Yes,No,"H.No. 156, Grewal Marg, Imphal 027897"
775,Gabriel,Bala,18,21,Female,Graduate,Self-Employed,Widowed,No,No,Yes,4,Assault,18,Average,Parole,6.3,No,Moderate,High,1,Middle,4,No,Yes,"H.No. 080, Patel Chowk, Arrah-219613"
776,Benjamin,Hayre,11,47,Male,Graduate,Self-Employed,Widowed,Yes,No,Yes,5,Murder,8,Average,Parole,7.41,No,Strong,Low,5,Middle,4,No,No,"H.No. 35, Kulkarni Nagar, Kochi 525038"
777,Tara,Jani,22,34,Other,Higher Secondary,Employed,Single,Yes,No,No,2,Assault,3,Average,Parole,7.42,Yes,Moderate,High,1,High,1,Yes,Yes,"76, Iyengar Marg, Berhampur-306474"
778,Rohan,Chaudhuri,26,31,Other,Higher Secondary,Unemployed,Widowed,Yes,Yes,No,0,Fraud,11,Good,Escaped,7.97,Yes,Weak,Moderate,2,Middle,2,Yes,Yes,"078, Tata Ganj, Durg-918157"
779,Ganga,Gole,22,29,Male,No Formal Education,Self-Employed,Divorced,No,No,No,10,Fraud,17,Average,Completed Sentence,4.07,No,Weak,Moderate,3,High,4,Yes,No,"H.No. 407, Khosla Street, Gaya 246437"
780,Ansh,Chaudhari,13,31,Male,Higher Secondary,Employed,Married,Yes,Yes,No,9,Drug Trafficking,7,Average,Completed Sentence,4.33,Yes,Moderate,Moderate,3,High,1,Yes,No,"H.No. 032, Amble Chowk, Tiruchirappalli 592145"
781,Fariq,Bandi,17,32,Other,Graduate,Unemployed,Single,No,No,Yes,2,Theft,14,Poor,Parole,6.07,Yes,Weak,Moderate,5,Low,1,No,Yes,"95, Mann Nagar, Secunderabad-068846"
782,Anvi,Swamy,16,54,Female,Higher Secondary,Unemployed,Single,Yes,No,No,4,Assault,12,Good,Completed Sentence,5.19,Yes,Weak,Moderate,4,Middle,5,Yes,No,"H.No. 289, Sheth Ganj, Bikaner 550655"
783,Naveen,Nagar,22,34,Female,Higher Secondary,Self-Employed,Single,No,Yes,No,10,Drug Trafficking,19,Poor,Parole,3.65,No,Strong,Low,0,Low,5,No,Yes,"48, Biswas Path, Faridabad-636936"
784,Pranit,Gour,14,53,Male,Primary,Employed,Divorced,Yes,No,Yes,4,Murder,16,Poor,Escaped,9.49,No,Strong,High,3,Middle,1,Yes,Yes,"62/85, Gera Marg, Raipur-471128"
785,Max,Sankaran,21,48,Male,Postgraduate,Unemployed,Widowed,Yes,No,No,2,Assault,8,Average,Escaped,5.84,No,Moderate,High,3,Low,3,No,Yes,"269, Dugar, Bihar Sharif-171495"
786,Gagan,Sawhney,19,36,Male,Postgraduate,Employed,Single,Yes,Yes,No,5,Assault,15,Poor,Parole,6.58,Yes,Moderate,Low,5,High,0,Yes,No,"35, Kala, Meerut-963462"
787,Dev,Dixit,18,53,Female,Postgraduate,Self-Employed,Single,No,Yes,No,6,Fraud,19,Average,Completed Sentence,7.19,Yes,Strong,Moderate,3,Middle,1,No,Yes,"592, Sane Street, Raichur 414920"
788,Nachiket,Lal,14,64,Female,No Formal Education,Unemployed,Single,Yes,No,Yes,7,Fraud,4,Average,Completed Sentence,8.41,Yes,Moderate,Low,0,Middle,0,No,Yes,"74, Raval Marg, Buxar-141317"
789,Aahana,Nori,29,60,Female,Primary,Self-Employed,Divorced,No,No,Yes,1,Drug Trafficking,6,Poor,Completed Sentence,8.64,No,Strong,Low,3,Middle,1,Yes,No,"H.No. 820, Toor Circle, Dewas 546745"
790,Yuvraj,Kalita,25,41,Male,Graduate,Unemployed,Divorced,Yes,No,Yes,1,Murder,8,Poor,Escaped,9.31,Yes,Strong,Moderate,0,Low,5,No,No,"H.No. 11, Narang Road, Morbi 124107"
791,Triya,Dhawan,11,60,Female,Higher Secondary,Self-Employed,Divorced,Yes,Yes,No,3,Theft,19,Good,Parole,8.11,No,Weak,Low,3,Middle,1,No,No,"H.No. 413, Chand Path, Sonipat 006317"
792,Advay,Vasa,29,30,Female,Graduate,Employed,Widowed,No,Yes,Yes,6,Theft,14,Good,Parole,5.91,Yes,Strong,High,2,Low,4,Yes,No,"491, Sem Zila, Thane-062028"
793,Jagvi,Barad,27,35,Other,No Formal Education,Unemployed,Divorced,Yes,Yes,No,4,Assault,12,Good,Escaped,9.83,No,Moderate,Moderate,0,High,4,No,Yes,"65/024, Reddy Nagar, Guntur 948031"
794,Kiaan,Swamy,28,54,Other,Graduate,Self-Employed,Married,No,No,No,8,Theft,15,Poor,Escaped,3.82,No,Weak,Low,0,Middle,2,No,No,"596, Joshi Street, Dhule-242754"
795,Zehaan,Thakkar,24,52,Other,No Formal Education,Self-Employed,Divorced,Yes,Yes,Yes,6,Murder,5,Good,Parole,3.45,No,Strong,Moderate,4,Middle,0,Yes,Yes,"H.No. 07, Modi Circle, Bahraich 965353"
796,Upkaar,Dutta,19,38,Male,No Formal Education,Self-Employed,Married,Yes,No,Yes,10,Drug Trafficking,2,Average,Parole,3.72,No,Moderate,Moderate,3,Low,0,No,Yes,"H.No. 347, Chatterjee Ganj, Davanagere-545253"
797,Raksha,Chatterjee,11,42,Female,Primary,Self-Employed,Single,No,Yes,Yes,0,Theft,17,Average,Escaped,7.36,Yes,Strong,Low,5,Middle,0,No,Yes,"64, Soman Street, Hapur 544174"
798,Nisha,Deo,12,56,Other,Higher Secondary,Employed,Divorced,No,No,Yes,5,Murder,5,Average,Completed Sentence,9.62,Yes,Weak,Low,5,Middle,5,No,Yes,"60/139, Prakash Circle, Jehanabad-037944"
799,Ucchal,Saha,26,65,Male,No Formal Education,Unemployed,Married,No,Yes,Yes,4,Murder,8,Poor,Parole,6.25,No,Weak,High,5,High,0,Yes,No,"33/610, Mander Nagar, Katni-378423"
800,Baghyawati,Chatterjee,15,36,Male,Primary,Unemployed,Married,No,Yes,Yes,4,Drug Trafficking,5,Good,Parole,9.96,Yes,Weak,Low,3,Middle,1,No,Yes,"H.No. 66, Vig Circle, Raiganj-165920"
801,Krishna,Lal,19,68,Other,Higher Secondary,Employed,Widowed,No,No,No,5,Murder,2,Poor,Completed Sentence,9.58,No,Moderate,Moderate,3,Low,1,No,No,"H.No. 74, Chawla Chowk, Hospet-579501"
802,Vaishnavi,Kapoor,30,54,Other,Primary,Self-Employed,Divorced,Yes,No,No,1,Drug Trafficking,1,Poor,Escaped,1.63,Yes,Strong,Moderate,0,Low,3,No,No,"176, Thakur Ganj, Salem-310629"
803,Amrita,Mannan,11,64,Other,Primary,Unemployed,Divorced,Yes,Yes,No,8,Fraud,19,Good,Escaped,7.78,No,Moderate,High,1,High,3,No,Yes,"H.No. 77, Bhatt Path, Farrukhabad 263036"
804,Sanaya,Srivastava,25,66,Other,Secondary,Unemployed,Divorced,Yes,Yes,Yes,8,Cybercrime,17,Average,Parole,5.03,Yes,Moderate,Moderate,2,Middle,2,No,Yes,"H.No. 12, Boase Circle, Bhusawal 238440"
805,Tanveer,Vohra,13,36,Male,Primary,Employed,Widowed,No,Yes,No,0,Fraud,15,Poor,Completed Sentence,5.72,Yes,Moderate,Moderate,0,Middle,0,Yes,Yes,"577, Bansal Zila, Secunderabad-479505"
806,Vritti,Karan,24,67,Female,Primary,Unemployed,Married,Yes,Yes,No,10,Theft,11,Poor,Completed Sentence,3.13,No,Weak,High,1,Middle,1,Yes,No,"78, Saini Zila, Shimoga-777389"
807,Hemal,Dutta,18,31,Female,No Formal Education,Self-Employed,Single,No,Yes,No,9,Cybercrime,16,Good,Completed Sentence,7.87,Yes,Weak,High,2,Middle,2,Yes,No,"85/722, Rege Path, Khora  271102"
808,Odika,Parikh,26,65,Male,Postgraduate,Employed,Single,No,Yes,No,9,Assault,17,Poor,Parole,8.86,No,Moderate,High,3,Low,1,No,No,"H.No. 53, Sama Path, Thanjavur-494285"
809,Vasatika,Pandya,19,50,Other,Primary,Employed,Divorced,No,Yes,No,0,Murder,5,Good,Completed Sentence,4.57,Yes,Weak,Low,1,High,4,No,No,"H.No. 43, Pai Marg, Shimoga-199247"
810,Pooja,Pingle,19,22,Other,No Formal Education,Unemployed,Widowed,No,No,Yes,9,Assault,14,Average,Completed Sentence,9.54,Yes,Weak,Low,4,Middle,4,Yes,No,"807, Agate, Berhampur 573886"
811,Janaki,Morar,11,56,Other,Secondary,Employed,Married,Yes,Yes,No,10,Cybercrime,11,Average,Escaped,4.53,No,Moderate,Low,3,High,4,Yes,Yes,"H.No. 280, Minhas Marg, Mango 542712"
812,Anya,Rege,28,42,Other,Graduate,Employed,Single,No,No,No,1,Fraud,6,Poor,Completed Sentence,6.7,Yes,Weak,High,5,Middle,3,Yes,Yes,"H.No. 60, Natarajan Marg, Saharanpur-089467"
813,Samar,Tandon,18,43,Male,No Formal Education,Self-Employed,Divorced,Yes,No,No,9,Theft,17,Good,Completed Sentence,2.38,Yes,Strong,High,0,Low,5,No,No,"85, Agate Circle, Ghaziabad-415659"
814,Chanchal,Kulkarni,14,37,Other,No Formal Education,Employed,Married,Yes,No,Yes,6,Fraud,14,Poor,Completed Sentence,2.35,Yes,Strong,Moderate,1,Middle,3,Yes,Yes,"H.No. 98, Srivastava Zila, Pondicherry-183922"
815,Wahab,Bhatt,16,19,Male,Graduate,Unemployed,Widowed,Yes,No,No,3,Assault,8,Good,Completed Sentence,6.81,No,Moderate,Moderate,1,Middle,1,Yes,No,"39/19, Apte Road, Mysore 287549"
816,Shravya,Shenoy,13,31,Female,No Formal Education,Unemployed,Widowed,No,No,Yes,9,Fraud,17,Poor,Parole,9.24,No,Weak,Low,3,High,0,No,Yes,"438, Thakur Road, Nagercoil 431937"
817,Sarthak,Kapoor,28,55,Male,Secondary,Unemployed,Single,Yes,No,No,2,Murder,17,Average,Escaped,3.67,No,Moderate,High,1,Middle,2,Yes,Yes,"H.No. 564, Thaman Path, Kumbakonam-003579"
818,Parth,Goswami,18,49,Female,Postgraduate,Self-Employed,Divorced,No,Yes,Yes,10,Murder,18,Good,Completed Sentence,4.35,Yes,Weak,Low,3,Middle,5,Yes,Yes,"H.No. 105, Sundaram Path, Nanded-828297"
819,Nathaniel,Kota,30,63,Female,No Formal Education,Employed,Single,Yes,No,No,2,Theft,17,Average,Parole,5.93,No,Moderate,High,4,High,5,No,Yes,"H.No. 874, Golla Ganj, Anantapuram 299530"
820,Isha,Sharaf,11,54,Other,Primary,Self-Employed,Divorced,Yes,No,No,5,Cybercrime,17,Poor,Parole,4.38,Yes,Weak,Moderate,3,High,1,No,No,"H.No. 405, Iyengar Path, Gudivada-830013"
821,Urishilla,Walla,28,47,Female,Higher Secondary,Employed,Widowed,No,Yes,No,1,Drug Trafficking,13,Poor,Completed Sentence,4.47,No,Moderate,Moderate,2,High,4,Yes,No,"H.No. 06, Biswas Nagar, Bhavnagar-576536"
822,Wridesh,Guha,17,22,Female,Primary,Unemployed,Divorced,No,Yes,No,3,Murder,7,Good,Escaped,7.61,No,Strong,Low,0,High,3,No,Yes,"650, Krish Street, Chandrapur 793960"
823,Balendra,Brahmbhatt,17,22,Male,Secondary,Employed,Widowed,Yes,No,No,3,Murder,10,Average,Escaped,4.94,Yes,Strong,Low,0,Low,3,No,Yes,"622, Comar Zila, Asansol-197000"
824,Sanya,Sanghvi,12,58,Male,Primary,Employed,Divorced,Yes,Yes,No,0,Fraud,20,Good,Completed Sentence,7.85,Yes,Moderate,Low,2,High,0,Yes,Yes,"58, Mall, Malegaon-743484"
825,Aarna,Garde,15,40,Other,No Formal Education,Unemployed,Widowed,No,No,No,9,Theft,17,Average,Completed Sentence,2.74,Yes,Weak,Low,3,High,3,No,No,"46/983, Sathe Ganj, Parbhani 154607"
826,Abdul,Dhawan,24,26,Male,Secondary,Employed,Single,Yes,Yes,No,10,Murder,3,Good,Completed Sentence,8.63,No,Strong,Moderate,5,Low,5,No,No,"08/996, Menon Path, Pune-602007"
827,Zashil,Agrawal,14,26,Other,No Formal Education,Self-Employed,Single,Yes,No,Yes,3,Fraud,13,Average,Parole,9.06,Yes,Strong,Low,3,High,5,Yes,Yes,"080, Ram, Nangloi Jat 019053"
828,Hemani,Handa,16,60,Male,Secondary,Employed,Single,Yes,Yes,No,1,Murder,15,Poor,Completed Sentence,5.66,No,Strong,Moderate,4,High,1,Yes,No,"H.No. 24, Tella Ganj, Kharagpur-091573"
829,Pranav,Pall,22,67,Male,Primary,Employed,Widowed,Yes,Yes,No,10,Murder,19,Good,Completed Sentence,3.95,No,Moderate,High,1,Middle,4,No,Yes,"967, Keer Street, Rajahmundry 955114"
830,Arunima,Batta,30,50,Female,Higher Secondary,Employed,Widowed,Yes,No,Yes,6,Fraud,11,Poor,Escaped,8.07,No,Strong,Moderate,5,Middle,3,No,No,"58/17, Kibe Road, Jammu-309383"
831,Raksha,Ramesh,27,64,Male,No Formal Education,Self-Employed,Single,No,Yes,No,6,Fraud,8,Poor,Escaped,3.54,Yes,Moderate,Low,2,Low,5,No,Yes,"78/41, Tailor Path, Mangalore-448251"
832,Bachittar,Goswami,23,33,Other,Secondary,Unemployed,Divorced,No,No,No,3,Assault,14,Average,Completed Sentence,6.79,No,Moderate,Moderate,0,High,0,Yes,No,"00, Kashyap Nagar, Amaravati-813683"
833,Sarthak,Hora,15,34,Female,No Formal Education,Self-Employed,Single,Yes,Yes,Yes,1,Assault,11,Poor,Parole,3.25,No,Weak,Low,3,Middle,0,Yes,Yes,"25/96, Barman Zila, Bongaigaon 822861"
834,Ojas,Varughese,11,40,Other,Higher Secondary,Unemployed,Single,Yes,No,No,5,Drug Trafficking,12,Poor,Escaped,4.95,No,Strong,Moderate,2,Low,4,No,No,"H.No. 401, Warrior Marg, Hajipur-173499"
835,Damyanti,Swamy,17,63,Male,Graduate,Employed,Divorced,No,No,No,4,Fraud,5,Average,Escaped,3.3,No,Strong,Low,0,Middle,1,No,Yes,"H.No. 57, Chauhan Zila, Meerut 909079"
836,Warinder,Bora,28,40,Other,Secondary,Employed,Single,Yes,Yes,Yes,7,Assault,20,Good,Completed Sentence,7.46,Yes,Moderate,Low,5,Middle,2,Yes,Yes,"H.No. 51, Bir Road, Coimbatore 310389"
837,Yoshita,Mistry,28,68,Female,Primary,Unemployed,Widowed,No,No,Yes,4,Murder,16,Poor,Escaped,9.93,Yes,Strong,Moderate,3,High,3,Yes,No,"29/95, Kadakia Path, Amroha-074985"
838,Frederick,Dhar,26,63,Other,Primary,Unemployed,Married,No,No,Yes,10,Theft,7,Good,Escaped,5.7,Yes,Moderate,Moderate,5,High,1,Yes,Yes,"30/334, Chakrabarti Nagar, Srikakulam 557480"
839,Anya,Chhabra,18,47,Other,No Formal Education,Self-Employed,Married,Yes,Yes,Yes,10,Cybercrime,5,Good,Completed Sentence,3.68,No,Weak,Low,2,Low,1,No,No,"53/001, Bhakta Path, Rohtak 433941"
840,Vedant,Gole,24,38,Female,Secondary,Employed,Single,Yes,No,No,7,Theft,10,Good,Completed Sentence,6.05,No,Weak,Moderate,0,Middle,0,Yes,No,"767, Parmar Zila, Anantapuram-432118"
841,Vasana,Tella,25,25,Male,Graduate,Unemployed,Married,Yes,No,No,7,Assault,11,Average,Escaped,4.01,Yes,Strong,Moderate,0,Middle,3,Yes,No,"28/92, Memon Road, Jorhat 942882"
842,Abhiram,Sen,17,69,Male,Higher Secondary,Employed,Single,Yes,No,Yes,4,Drug Trafficking,7,Average,Parole,1.7,No,Weak,Moderate,2,Middle,1,Yes,No,"15, Sandhu Ganj, Shivpuri-226749"
843,Ucchal,Bava,19,39,Female,Graduate,Employed,Single,Yes,Yes,No,10,Cybercrime,18,Poor,Completed Sentence,5.64,No,Strong,Moderate,5,Low,5,No,No,"399, Mallick Street, Kamarhati-515676"
844,Gayathri,Bhatti,29,65,Female,Postgraduate,Unemployed,Divorced,No,No,No,9,Fraud,7,Poor,Parole,2.17,Yes,Strong,Low,1,Middle,0,No,No,"94/43, Mohan Ganj, Jalgaon 541439"
845,Omkaar,Mane,26,26,Female,Higher Secondary,Unemployed,Single,Yes,No,No,2,Drug Trafficking,11,Poor,Parole,3.5,No,Moderate,High,0,Low,3,No,Yes,"H.No. 52, Peri Street, Nadiad 907879"
846,Omya,Chahal,16,32,Other,Primary,Employed,Married,No,No,Yes,1,Murder,15,Average,Completed Sentence,4.79,No,Moderate,Low,3,High,3,No,No,"641, Sani, Aurangabad-204481"
847,Jeet,Chad,18,35,Other,Postgraduate,Employed,Divorced,Yes,Yes,Yes,5,Theft,3,Good,Escaped,2.67,Yes,Weak,High,2,Middle,1,Yes,No,"202, Bora Road, Ambattur-322394"
848,Veda,Savant,19,24,Female,Secondary,Unemployed,Widowed,No,No,Yes,0,Fraud,19,Poor,Completed Sentence,9.72,Yes,Strong,High,1,Low,0,Yes,Yes,"51/93, Chauhan Zila, Kumbakonam 676459"
849,Maanav,Savant,15,42,Female,Primary,Self-Employed,Widowed,No,No,Yes,8,Fraud,7,Average,Completed Sentence,8.98,Yes,Moderate,Moderate,3,Middle,4,Yes,No,"19, Panchal Nagar, Morbi-889718"
850,Hiral,Halder,24,64,Male,Higher Secondary,Employed,Widowed,Yes,Yes,No,2,Cybercrime,16,Average,Completed Sentence,5.82,Yes,Moderate,Low,5,High,1,No,Yes,"H.No. 227, Mitra Marg, Avadi 993020"
851,Darpan,Parekh,14,19,Other,Higher Secondary,Employed,Widowed,No,No,No,8,Drug Trafficking,7,Average,Escaped,4.02,Yes,Moderate,High,0,Middle,4,No,Yes,"37/586, Ganesh Street, Nadiad-968354"
852,Ekansh,Wali,16,39,Female,Postgraduate,Unemployed,Widowed,Yes,No,Yes,3,Cybercrime,6,Poor,Parole,5.49,Yes,Moderate,Moderate,5,Low,1,Yes,No,"96/03, Bhatnagar Circle, Sasaram-639364"
853,Victor,Vasa,14,43,Male,Secondary,Unemployed,Married,No,No,No,2,Murder,7,Average,Escaped,7.3,Yes,Weak,Low,5,High,0,No,Yes,"H.No. 185, Kannan Street, Phusro-697452"
854,Owen,Shetty,23,32,Male,Primary,Self-Employed,Married,No,Yes,No,9,Fraud,10,Good,Parole,2.04,Yes,Moderate,Low,3,Low,0,No,No,"H.No. 612, Handa Chowk, Morbi-605288"
855,Wriddhish,Ramaswamy,21,37,Female,Primary,Unemployed,Single,Yes,Yes,Yes,9,Drug Trafficking,4,Good,Escaped,2.53,No,Moderate,Low,0,Middle,0,No,Yes,"H.No. 28, Yadav Chowk, Arrah-500018"
856,Avi,Varghese,29,56,Other,Postgraduate,Employed,Widowed,No,Yes,No,3,Assault,12,Poor,Completed Sentence,6.76,Yes,Moderate,Low,0,High,0,No,Yes,"86/71, Keer Zila, Khandwa-542298"
857,Divya,Chandran,14,70,Other,Graduate,Employed,Widowed,Yes,Yes,No,10,Murder,6,Average,Completed Sentence,6.57,Yes,Moderate,High,5,Middle,2,Yes,No,"297, Kapadia, Jamalpur 963059"
858,Pooja,Cherian,15,57,Other,Higher Secondary,Unemployed,Married,No,No,No,1,Cybercrime,4,Poor,Completed Sentence,1.98,Yes,Strong,High,5,High,0,Yes,Yes,"82/069, Kashyap Ganj, Muzaffarnagar 723570"
859,Turvi,Rama,13,65,Male,Primary,Unemployed,Widowed,No,Yes,Yes,4,Theft,11,Poor,Escaped,1.1,Yes,Strong,High,1,Middle,1,No,No,"01, Krishnamurthy Marg, Panvel-182302"
860,Bhavini,Kamdar,21,70,Other,Graduate,Self-Employed,Divorced,Yes,Yes,No,10,Murder,12,Average,Completed Sentence,2.32,Yes,Strong,High,4,Middle,2,No,No,"H.No. 854, Shah, Coimbatore 418180"
861,Harshil,Chowdhury,14,18,Male,Primary,Self-Employed,Single,No,Yes,Yes,6,Theft,7,Good,Parole,6.27,Yes,Strong,Low,3,High,0,Yes,Yes,"H.No. 74, Bava Chowk, Rajpur Sonarpur 293660"
862,Harita,Dara,26,47,Female,Higher Secondary,Employed,Single,Yes,No,Yes,0,Cybercrime,20,Average,Escaped,8.56,No,Moderate,Low,3,Middle,1,Yes,Yes,"H.No. 08, Jhaveri Marg, Orai 713170"
863,Gabriel,Sarkar,13,37,Female,Postgraduate,Self-Employed,Married,No,No,No,5,Fraud,10,Good,Escaped,8.97,No,Weak,Low,4,High,3,Yes,No,"818, Chakraborty Circle, Meerut 242564"
864,Yatan,Dhillon,22,48,Other,Secondary,Employed,Single,No,Yes,Yes,1,Cybercrime,13,Poor,Completed Sentence,7.65,No,Weak,Low,2,Low,4,Yes,Yes,"51/57, Kumar Circle, Sri Ganganagar-382826"
865,Umang,Venkatesh,17,20,Male,No Formal Education,Self-Employed,Married,Yes,No,Yes,2,Theft,15,Average,Completed Sentence,9.51,No,Moderate,High,5,Middle,0,No,No,"42/81, Ghose Circle, Bellary 462746"
866,Advaith,Thakur,22,64,Female,Higher Secondary,Unemployed,Divorced,No,Yes,No,1,Murder,15,Poor,Parole,2.93,No,Strong,Moderate,4,Low,1,No,No,"09, Mukhopadhyay Chowk, Yamunanagar 643616"
867,Faras,Cherian,22,66,Female,Primary,Unemployed,Single,No,Yes,No,3,Fraud,19,Good,Escaped,6.67,Yes,Moderate,Moderate,0,High,2,Yes,Yes,"H.No. 97, Sharma Road, Asansol-034446"
868,Dalaja,Chanda,29,63,Male,Higher Secondary,Unemployed,Single,Yes,No,No,1,Theft,1,Average,Parole,1.24,No,Weak,Low,4,Low,1,No,No,"17/90, Char Street, Shahjahanpur 554840"
869,Lekha,Anne,15,19,Female,No Formal Education,Employed,Widowed,No,Yes,No,8,Cybercrime,4,Average,Escaped,2.0,Yes,Strong,Low,2,High,0,Yes,No,"H.No. 018, Borah Path, Dharmavaram-771606"
870,Upkaar,Manne,18,65,Other,No Formal Education,Self-Employed,Single,No,No,Yes,10,Theft,10,Good,Completed Sentence,4.29,No,Moderate,Low,1,High,4,No,Yes,"10, Minhas Chowk, Bilaspur-364343"
